measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,147,State of Libya,3,Both,22,All ages,294,All causes,1,Number,2010,27471.28874,29599.34516,25461.96997
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2005,24236.46217,27371.87824,21558.754
1,Deaths,190,Republic of Uganda,3,Both,22,All ages,294,All causes,1,Number,2009,291755.1329,320259.3108,265567.0639
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2006,23608.16405,26813.44875,21018.28721
1,Deaths,20,Socialist Republic of Viet Nam,3,Both,22,All ages,294,All causes,1,Number,2010,554645.8212,604041.5601,497571.7846
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2007,23892.51202,27054.94962,21270.24228
1,Deaths,385,Puerto Rico,3,Both,22,All ages,294,All causes,1,Number,2010,28658.7776,29160.75837,28115.18771
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2008,24777.77097,27881.91204,22071.44394
1,Deaths,34,Republic of Azerbaijan,3,Both,22,All ages,294,All causes,1,Number,2010,65485.64546,68492.40123,62954.14979
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2009,25194.88748,28326.17655,22459.91622
1,Deaths,123,Republic of Peru,3,Both,22,All ages,294,All causes,1,Number,2009,125834.5519,140374.4649,111631.9708
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2010,25914.7746,29214.94776,23137.77559
1,Deaths,152,Kingdom of Saudi Arabia,3,Both,22,All ages,294,All causes,1,Number,1995,84966.48536,98916.12118,71447.259
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2011,31945.31971,35386.48767,29016.46528
1,Deaths,179,Federal Democratic Republic of Ethiopia,3,Both,22,All ages,294,All causes,1,Number,2010,622440.1568,662455.4454,581852.1026
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2012,26714.53283,30118.58162,23589.30425
1,Deaths,114,Republic of Haiti,3,Both,22,All ages,294,All causes,1,Number,2010,317994.2945,344125.3902,294322.2534
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2013,26547.69401,30125.68118,23249.45666
1,Deaths,211,Republic of Mali,3,Both,22,All ages,294,All causes,1,Number,1997,168687.5123,178060.17,158739.3623
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2014,30966.93878,34820.34321,27587.55147
1,Deaths,194,Kingdom of Lesotho,3,Both,22,All ages,294,All causes,1,Number,2010,30885.17088,34448.50343,27378.43327
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2015,31210.0327,35185.5233,27539.37854
1,Deaths,161,People's Republic of Bangladesh,3,Both,22,All ages,294,All causes,1,Number,2010,862656.9422,922848.0927,804007.5524
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2016,31769.62318,36080.13344,27797.8215
1,Deaths,40,Turkmenistan,3,Both,22,All ages,294,All causes,1,Number,1995,30720.8946,31752.22662,29748.38223
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2017,30901.05983,35465.87444,26709.79232
1,Deaths,213,Republic of the Niger,3,Both,22,All ages,294,All causes,1,Number,2010,165256.64,189759.0705,141538.6477
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2018,30003.49547,34863.98793,25641.32825
1,Deaths,172,Republic of Equatorial Guinea,3,Both,22,All ages,294,All causes,1,Number,1998,7149.357461,8344.308908,6088.325538
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2019,30403.32428,35354.5207,26070.75228
1,Deaths,67,Japan,3,Both,22,All ages,294,All causes,1,Number,2010,1191788.693,1196036.334,1187547.471
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2020,32522.31157,37648.76778,28080.83242
1,Deaths,128,Republic of Guatemala,3,Both,22,All ages,294,All causes,1,Number,2010,72698.29258,74933.01276,70726.54563
2,DALYs (Disability-Adjusted Life Years),147,State of Libya,3,Both,22,All ages,294,All causes,3,Rate,2021,32905.54547,38068.51634,28130.24493
1,Deaths,186,Republic of Seychelles,3,Both,22,All ages,294,All causes,1,Number,1998,583.9339955,603.9450339,563.3617395
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,1990,45635.43475,50429.31482,41280.00507
1,Deaths,203,Republic of Cabo Verde,3,Both,22,All ages,294,All causes,1,Number,1995,2962.206407,3295.309496,2648.707039
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,1991,44247.88277,48688.67105,40053.48417
1,Deaths,173,Gabonese Republic,3,Both,22,All ages,294,All causes,1,Number,1999,12657.14113,14215.68925,11062.24388
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,1992,43049.10267,47456.07153,38913.0248
1,Deaths,146,Lebanese Republic,3,Both,22,All ages,294,All causes,1,Number,1998,19046.57324,21158.15118,16844.26846
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,1993,42028.45333,46456.64348,37796.84218
1,Deaths,393,Saint Kitts and Nevis,3,Both,22,All ages,294,All causes,1,Number,2010,379.168322,397.2276108,361.0358826
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,1994,40771.37581,45476.31512,36845.74985
1,Deaths,180,Republic of Kenya,3,Both,22,All ages,294,All causes,1,Number,2010,316798.8552,337235.1324,298969.2469
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,1995,39974.88156,44687.90729,36098.40753
1,Deaths,195,Republic of Namibia,3,Both,22,All ages,294,All causes,1,Number,2010,19163.6578,21528.68306,16802.60485
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,1996,38824.01589,43318.2581,34893.35337
1,Deaths,94,Swiss Confederation,3,Both,22,All ages,294,All causes,1,Number,1997,62815.44464,63406.30759,62269.57704
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,1997,38211.91716,42710.14589,34205.78308
1,Deaths,118,Republic of Suriname,3,Both,22,All ages,294,All causes,1,Number,2010,3467.076914,3592.038346,3338.437173
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,1998,37370.53813,41918.67482,33044.72241
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,294,All causes,1,Number,1992,1064.826648,1151.089165,984.1846261
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,1999,36748.58151,41308.30894,32341.3456
1,Deaths,164,Federal Democratic Republic of Nepal,3,Both,22,All ages,294,All causes,1,Number,1992,211492.942,232901.0518,193242.5286
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2000,36024.13269,40584.85168,31552.8664
1,Deaths,215,Democratic Republic of Sao Tome and Principe,3,Both,22,All ages,294,All causes,1,Number,1995,1168.437522,1271.555698,1076.295737
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2001,35434.95146,40088.49752,30979.31329
1,Deaths,165,Islamic Republic of Pakistan,3,Both,22,All ages,294,All causes,1,Number,2010,1295731.279,1421873.342,1167161.53
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2002,34955.97501,39698.58418,30419.41041
1,Deaths,16,Republic of the Philippines,3,Both,22,All ages,294,All causes,1,Number,1997,382298.6977,402600.3681,362666.2383
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2003,34535.00582,39412.49224,29822.67885
1,Deaths,63,Ukraine,3,Both,22,All ages,294,All causes,1,Number,1997,757482.0474,760148.3176,754789.4973
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2004,34156.06512,39128.29311,29431.52806
1,Deaths,15,Republic of the Union of Myanmar,3,Both,22,All ages,294,All causes,1,Number,2011,438831.5816,495217.9645,381625.4022
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2005,33594.88561,38644.78109,28962.07716
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,294,All causes,1,Number,1998,59536.7816,66109.80321,53207.16664
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2006,33136.71608,38106.747,28432.25141
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,294,All causes,1,Number,1995,407902.8165,446669.9,376468.5366
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2007,32642.44917,37744.64677,28123.80058
1,Deaths,48,Hungary,3,Both,22,All ages,294,All causes,1,Number,2011,128841.4952,130151.7924,127543.415
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2008,32244.88208,37587.74806,27760.23951
1,Deaths,132,Republic of Panama,3,Both,22,All ages,294,All causes,1,Number,2010,16209.62405,16577.77183,15815.8497
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2009,31745.1264,36957.30122,27288.9513
1,Deaths,416,Tuvalu,3,Both,22,All ages,294,All causes,1,Number,1997,105.1132293,118.1853248,94.03370197
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2010,31315.37917,36120.06306,26952.50209
1,Deaths,8,Taiwan (Province of China),3,Both,22,All ages,294,All causes,1,Number,2005,138662.2215,139808.3514,137501.737
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2011,30882.17446,35684.75072,26625.71478
1,Deaths,61,Republic of Moldova,3,Both,22,All ages,294,All causes,1,Number,1999,44480.84879,45029.59421,43917.35507
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2012,30551.74278,35565.72079,26381.41927
1,Deaths,94,Swiss Confederation,3,Both,22,All ages,294,All causes,1,Number,1999,62437.19911,63004.29489,61909.08872
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2013,30220.99371,34989.11433,25952.55393
1,Deaths,422,United States Virgin Islands,3,Both,22,All ages,294,All causes,1,Number,2010,786.8982396,880.6266473,703.6866847
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2014,29934.02526,34623.42389,25690.66933
1,Deaths,6,People's Republic of China,3,Both,22,All ages,294,All causes,1,Number,2011,9804384.1,10544710.21,9112770.237
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2015,29643.46331,34373.74365,25473.11694
1,Deaths,34,Republic of Azerbaijan,3,Both,22,All ages,294,All causes,1,Number,2011,65913.93006,68323.69277,63718.61527
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2016,29408.05029,34228.49506,25331.62068
1,Deaths,101,Canada,3,Both,22,All ages,294,All causes,1,Number,2003,224287.5968,225360.27,223154.0961
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2017,29202.10088,33931.0586,25134.01927
1,Deaths,133,Bolivarian Republic of Venezuela,3,Both,22,All ages,294,All causes,1,Number,2010,139933.8143,140891.3025,138861.4617
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2018,29091.65805,33625.69538,24848.3328
1,Deaths,20,Socialist Republic of Viet Nam,3,Both,22,All ages,294,All causes,1,Number,2011,564319.2818,617579.3592,508941.1139
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2019,28975.08549,33528.66452,24622.29248
1,Deaths,53,Republic of Serbia,3,Both,22,All ages,294,All causes,1,Number,2011,119323.0406,120643.2186,118107.0779
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2020,32677.2013,37346.2418,28425.97337
1,Deaths,185,Republic of Rwanda,3,Both,22,All ages,294,All causes,1,Number,1995,112306.5844,121663.0277,103821.8251
2,DALYs (Disability-Adjusted Life Years),148,Kingdom of Morocco,3,Both,22,All ages,294,All causes,3,Rate,2021,32235.17706,36964.26884,27752.83952
1,Deaths,67,Japan,3,Both,22,All ages,294,All causes,1,Number,2011,1248227.65,1253305.023,1243772.427
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,1990,36053.42255,39856.50755,32858.29987
1,Deaths,81,Federal Republic of Germany,3,Both,22,All ages,294,All causes,1,Number,2011,850495.4674,853812.7618,847481.5616
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,1991,34992.6599,38650.84298,31817.57488
1,Deaths,95,United Kingdom of Great Britain and Northern Ireland,3,Both,22,All ages,294,All causes,1,Number,2011,558680.9411,560950.2934,556607.3911
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,1992,34019.85064,37595.56134,31080.57773
1,Deaths,79,Republic of Finland,3,Both,22,All ages,294,All causes,1,Number,1999,49351.38002,49868.26223,48835.56137
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,1993,32674.47369,36469.41328,29700.05504
1,Deaths,39,Republic of Tajikistan,3,Both,22,All ages,294,All causes,1,Number,2011,40994.56199,44010.1019,38131.4942
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,1994,31054.65526,34851.33619,28278.78406
1,Deaths,11,Republic of Indonesia,3,Both,22,All ages,294,All causes,1,Number,2011,1611682.695,1768567.18,1450978.553
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,1995,29880.65646,33574.89217,27095.30186
1,Deaths,25,Federated States of Micronesia,3,Both,22,All ages,294,All causes,1,Number,2011,747.9547582,888.0532892,625.7747889
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,1996,29051.96305,32513.60127,26220.72797
1,Deaths,191,Republic of Zambia,3,Both,22,All ages,294,All causes,1,Number,1994,143423.2844,157317.9131,130652.5783
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,1997,28338.1896,31563.87279,25673.22125
1,Deaths,57,Republic of Belarus,3,Both,22,All ages,294,All causes,1,Number,2011,137871.9002,139104.2823,136680.3689
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,1998,27722.9944,30886.66573,25160.3026
1,Deaths,374,Republic of Niue,3,Both,22,All ages,294,All causes,1,Number,1995,24.95775287,28.2147461,21.62386227
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,1999,27293.26143,30326.98146,24695.0744
1,Deaths,72,New Zealand,3,Both,22,All ages,294,All causes,1,Number,2011,29809.61778,30105.67863,29460.30714
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2000,31672.34947,34754.4486,28961.8378
1,Deaths,114,Republic of Haiti,3,Both,22,All ages,294,All causes,1,Number,2011,99806.68592,115061.024,85542.79411
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2001,33286.47264,36342.28382,30744.5932
1,Deaths,80,French Republic,3,Both,22,All ages,294,All causes,1,Number,1999,530744.7686,532795.6967,528538.147
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2002,35279.48883,38498.92632,32705.41459
1,Deaths,86,Republic of Italy,3,Both,22,All ages,294,All causes,1,Number,2011,591609.9129,593917.2915,589201.4398
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2003,32472.9387,35503.82731,29755.53266
1,Deaths,43,Republic of Albania,3,Both,22,All ages,294,All causes,1,Number,2011,18270.11828,20573.72278,15937.6491
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2004,32833.2744,35892.8891,30134.94026
1,Deaths,128,Republic of Guatemala,3,Both,22,All ages,294,All causes,1,Number,2011,72789.0455,74961.21435,70724.73087
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2005,29699.90631,32722.90412,26993.43511
1,Deaths,17,Democratic Socialist Republic of Sri Lanka,3,Both,22,All ages,294,All causes,1,Number,1998,115716.8441,116822.4761,114640.7313
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2006,33711.44335,36807.24194,30918.81718
1,Deaths,107,Barbados,3,Both,22,All ages,294,All causes,1,Number,1998,2441.994284,2541.05604,2339.394161
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2007,29007.98755,31905.35448,26339.45848
1,Deaths,35,Georgia,3,Both,22,All ages,294,All causes,1,Number,1998,57599.81037,64450.41618,50967.66655
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2008,34949.11703,37989.66899,32129.31983
1,Deaths,58,Republic of Estonia,3,Both,22,All ages,294,All causes,1,Number,2011,15429.91722,15906.18233,15005.63857
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2009,33675.38602,36712.42408,31036.05221
1,Deaths,376,Northern Mariana Islands,3,Both,22,All ages,294,All causes,1,Number,1998,207.0107559,249.0208548,168.0544847
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2010,23724.82929,26524.79818,21147.8027
1,Deaths,139,People's Democratic Republic of Algeria,3,Both,22,All ages,294,All causes,1,Number,1998,138580.6173,148235.7507,128963.3577
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2011,23395.47966,26090.88746,20765.82472
1,Deaths,111,Dominican Republic,3,Both,22,All ages,294,All causes,1,Number,1999,43681.35739,47015.57509,40358.48432
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2012,23618.54037,26279.11008,20983.33368
1,Deaths,125,Republic of Colombia,3,Both,22,All ages,294,All causes,1,Number,1999,190939.8804,195068.6455,187221.9785
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2013,21559.8588,24187.52433,18902.85459
1,Deaths,144,Hashemite Kingdom of Jordan,3,Both,22,All ages,294,All causes,1,Number,1999,16903.32798,19365.15824,14670.52255
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2014,21297.04413,24012.88749,18749.48127
1,Deaths,29,Kingdom of Tonga,3,Both,22,All ages,294,All causes,1,Number,2011,658.6066457,763.9755064,564.5104413
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2015,20862.83735,23659.17718,18308.7155
1,Deaths,163,Republic of India,3,Both,22,All ages,294,All causes,1,Number,1999,8190520.06,8600576.557,7846397.103
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2016,20245.87599,22977.3918,17705.39866
1,Deaths,105,Antigua and Barbuda,3,Both,22,All ages,294,All causes,1,Number,2011,523.3139239,549.0481295,498.3081787
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2017,19733.9403,22457.56988,17188.90798
1,Deaths,76,Kingdom of Belgium,3,Both,22,All ages,294,All causes,1,Number,2011,105058.6641,105841.0509,104219.9272
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2018,19631.17916,22423.28788,17133.43061
1,Deaths,413,Tokelau,3,Both,22,All ages,294,All causes,1,Number,1999,14.34834573,16.50973207,12.65319213
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2019,19427.25515,22267.06321,16832.92318
1,Deaths,147,State of Libya,3,Both,22,All ages,294,All causes,1,Number,2011,33875.71722,36645.47032,31304.62741
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2020,20087.01292,23369.44861,17286.24981
1,Deaths,118,Republic of Suriname,3,Both,22,All ages,294,All causes,1,Number,2011,3483.139541,3608.048024,3362.729628
2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,294,All causes,3,Rate,2021,22141.5785,25413.31155,19153.74199
1,Deaths,90,Kingdom of Norway,3,Both,22,All ages,294,All causes,1,Number,2011,41959.77121,42375.5508,41493.55732
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,1990,31111.43219,36277.85783,26839.90572
1,Deaths,44,Bosnia and Herzegovina,3,Both,22,All ages,294,All causes,1,Number,2011,35675.76027,36600.00046,34699.13517
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,1991,30052.95644,34920.15024,26017.50451
1,Deaths,132,Republic of Panama,3,Both,22,All ages,294,All causes,1,Number,2011,16555.40866,16941.19447,16150.08929
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,1992,28710.06554,33095.12503,24916.90797
1,Deaths,93,Kingdom of Sweden,3,Both,22,All ages,294,All causes,1,Number,2001,93804.68279,94486.81629,93087.64397
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,1993,27719.78991,31900.9365,24078.07097
1,Deaths,62,Russian Federation,3,Both,22,All ages,294,All causes,1,Number,2011,1927695.79,1932174.992,1923554.593
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,1994,26779.58225,30738.12168,23221.8846
1,Deaths,161,People's Republic of Bangladesh,3,Both,22,All ages,294,All causes,1,Number,2011,829799.5365,888094.7537,768105.3736
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,1995,25800.1826,29648.75106,22506.64056
1,Deaths,99,Eastern Republic of Uruguay,3,Both,22,All ages,294,All causes,1,Number,1995,31150.46114,31436.41737,30846.91909
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,1996,24870.53884,28516.96901,21602.27582
1,Deaths,201,Burkina Faso,3,Both,22,All ages,294,All causes,1,Number,1991,161402.174,172641.936,150583.891
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,1997,24026.69203,27640.40078,20917.25364
1,Deaths,109,Republic of Cuba,3,Both,22,All ages,294,All causes,1,Number,2011,86482.14433,87533.77047,85408.49127
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,1998,23327.97498,26911.22135,20332.66141
1,Deaths,119,Republic of Trinidad and Tobago,3,Both,22,All ages,294,All causes,1,Number,2011,9686.124945,9966.600984,9422.108916
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,1999,22749.39399,26455.54797,19887.09546
1,Deaths,23,Republic of Kiribati,3,Both,22,All ages,294,All causes,1,Number,1995,768.2132429,848.7684796,690.1602905
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,2000,22248.01487,25754.07422,19351.42211
1,Deaths,179,Federal Democratic Republic of Ethiopia,3,Both,22,All ages,294,All causes,1,Number,2011,603731.4255,645888.9224,566138.5697
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,2001,21751.8266,25233.2518,18996.25155
1,Deaths,151,State of Qatar,3,Both,22,All ages,294,All causes,1,Number,2011,3552.828262,4141.158851,3024.224506
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,2002,21562.0875,24998.44052,18914.02547
1,Deaths,133,Bolivarian Republic of Venezuela,3,Both,22,All ages,294,All causes,1,Number,2011,143650.3369,144614.4813,142644.6737
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,2003,21302.02734,24668.02801,18698.15407
1,Deaths,24,Republic of the Marshall Islands,3,Both,22,All ages,294,All causes,1,Number,1991,302.9778857,322.4181928,282.6012131
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,2004,21012.92644,24321.30931,18420.8893
1,Deaths,194,Kingdom of Lesotho,3,Both,22,All ages,294,All causes,1,Number,2011,30536.0346,34285.55152,27031.86583
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,2005,20836.7723,24099.93091,18306.95709
1,Deaths,87,Grand Duchy of Luxembourg,3,Both,22,All ages,294,All causes,1,Number,1998,3692.512242,3801.821169,3592.905831
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,2006,20941.8976,23978.67597,18508.10504
1,Deaths,110,Commonwealth of Dominica,3,Both,22,All ages,294,All causes,1,Number,1998,547.473821,575.421663,519.7461848
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,2007,21420.01044,24283.17623,18870.27869
1,Deaths,197,Kingdom of Eswatini,3,Both,22,All ages,294,All causes,1,Number,1994,7480.6445,8341.407986,6640.37667
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,2008,21454.90795,24345.71843,18909.62712
1,Deaths,165,Islamic Republic of Pakistan,3,Both,22,All ages,294,All causes,1,Number,2011,1303270.767,1442004.454,1175672.004
2,DALYs (Disability-Adjusted Life Years),150,Sultanate of Oman,3,Both,22,All ages,294,All causes,3,Rate,2009,21583.76262,24576.76057,19049.96525
1,Deaths,131,Republic of Nicaragua,3,Both,22,All ages,294,All causes,1,Number,1992,18225.39474,19197.0235,17430.19416
